customer_id,target_churn,target_ltv
C000190,0,2532022
C000193,0,558554
C000194,0,56201
C000201,0,1563710
C000202,0,3032436
C000204,0,1241747
C000205,0,1058474
C000206,0,514818
C000207,0,247293
C000208,0,1679607
C000210,0,758156
C000212,0,447990
C000214,0,551052
C000215,0,953413
C000216,0,1305409
C000217,0,523610
C000218,0,173621
C000219,0,657065
C000221,0,1776343
C000224,0,1830355
C000228,0,163631
C000229,0,5544461
C000230,0,210238
C000231,0,703620
C000232,0,1595877
C000233,0,340726
C000234,0,602322
C000235,0,1078986
C000236,0,382948
C000237,0,4811734
C000239,0,499680
C000241,0,3519202
C000242,0,1055515
C000244,0,963198
C000245,0,474631
C000247,0,434538
C000248,0,205918
C000250,0,2044234
C000253,0,969598
C000255,0,570300
C000256,0,4592
C000258,0,904575
C000259,0,1438606
C000260,1,7890.05
C000261,0,1410610
C000263,0,1792121
C000264,0,1114638
C000270,0,12331
C000273,0,399264
C000276,0,1090916
C000277,0,636492
C000280,0,388061
C000282,0,397997
C000283,0,59832
C000285,0,323963
C000287,0,1333449
C000288,0,1164570
C000290,0,523022
C000291,0,1423676
C000293,0,482187
C000294,1,305144.25
C000295,0,596886
C000297,0,1429488
C000299,1,11378.75
C000300,0,3385720
C000302,0,3915086
C000303,0,1326252
C000304,0,6478778
C000307,0,1943681
C000308,1,27367.4
C000309,0,238103
C000311,0,368398
C000312,0,3045133
C000316,0,620427
C000317,0,50759
C000318,1,809.6
C000319,0,2904811
C000320,0,3862292
C000321,0,533938
C000323,0,423564
C000325,0,4636658
C000328,0,465319
C000330,0,1027817
C000332,0,262922
C000333,0,389341
C000335,0,1292738
C000337,0,2887803
C000338,0,3550630
C000339,0,6963745
C000340,0,128624
C000341,0,1180252
C000344,0,1859547
C000347,0,1226174
C000349,0,661440
C000350,0,277894
C000351,0,1367659
C000353,0,885267
C000358,0,577259
C000359,0,2144158
C000361,0,3504741
C000362,0,3738721
C000364,0,1559494
C000365,0,694622
C000367,0,702309
C000368,0,1927959
C000369,0,1045081
C000371,0,778767
C000372,0,527424
C000373,0,1099460
C000376,0,885912
C000377,0,3593396
C000378,0,776471
C000382,0,5230398
C000383,0,93102
C000385,0,522690
C000386,0,1562005
C000387,0,2663113
C000388,1,243251.6
C000389,0,286095
C000390,0,3121742
C000391,0,2409690
C000392,0,422783
C000393,0,652159
C000394,0,1585927
C000395,0,585637
C000396,0,367881
C000397,0,500375
C000398,1,62790.45
C000404,0,165666
C000405,0,1247735
C000406,0,2117321
C000409,0,2414602
C000410,0,1048646
C000412,0,1045734
C000413,0,1719323
C000414,1,109829.8
C000415,0,290655
C000416,0,362525
C000419,0,480436
C000421,0,672784
C000422,0,1186950
C000425,0,3621765
C000426,0,464476
C000427,0,1738925
C000428,0,2372214
C000433,0,340598
C000435,0,1476379
C000439,0,1460202
C000441,1,76758.45
C000443,1,272644.75
C000444,0,521429
C000446,0,1412522
C000449,0,1839354
C000450,0,855062
C000452,0,129228
C000454,0,1351347
C000456,0,2524694
C000460,0,3303894
C000462,1,49386
C000464,0,205490
C000465,0,1099989
C000466,0,2556627
C000469,0,621587
C000480,0,38599
C000481,0,450035
C000483,0,2032701
C000486,0,986236
C000487,0,5897387
C000491,0,9326004
C000493,0,2421399
C000494,0,453535
C000496,0,478632
C000497,0,1052808
C000498,0,4440014
C000499,0,1459855
C000501,0,2758159
C000504,1,37203.75
C000508,0,943454
C000510,0,681780
C000512,0,555580
C000514,0,201645
C000515,0,1280963
C000516,0,40454
C000518,0,1773040
C000519,0,364894
C000522,0,726856
C000524,0,1909842
C000527,0,143315
C000528,0,841853
C000529,0,2565898
C000531,0,1442175
C000532,0,1299056
C000534,0,86543
C000535,0,13115
C000536,0,337914
C000538,0,1150282
C000539,0,425755
C000541,0,2176799
C000542,1,62926.2
C000545,0,674978
C000546,0,97343
C000547,0,103642
C000548,0,1944576
C000552,0,26430
C000553,0,436565
C000554,0,385797
C000555,0,177455
C000556,0,1617103
C000558,0,164280
C000559,0,11902
C000560,0,793700
C000561,1,36998.45
C000566,1,179206.3
C000567,0,679961
C000568,0,194854
C000569,0,1497093
C000570,0,1579184
C000571,0,206819
C000572,0,1704630
C000575,0,982761
C000577,0,1252836
C000578,0,75767
C000580,0,458420
C000581,0,1792322
C000584,0,348977
C000585,0,382975
C000588,0,1666553
C000589,0,1522
C000590,0,779295
C000592,0,1194924
C000593,0,119057
C000595,0,984510
C000596,0,1011630
C000597,1,11814.8
C000598,0,1087129
C000600,1,5284.65
C000601,0,1327567
C000603,0,1159681
C000604,0,250926
C000606,0,2444424
C000607,0,136740
C000608,0,27072
C000609,0,478114
C000610,0,521247
C000611,0,346724
C000614,0,5199661
C000616,0,3160691
C000618,0,820789
C000620,0,258236
C000621,0,2375436
C000622,0,2342679
C000623,0,51063
C000624,0,71880
C000627,0,469830
C000632,0,1373081
C000634,0,912622
C000635,0,1759076
C000636,0,1405618
C000637,0,835422
C000638,0,4678471
C000639,0,560139
C000640,0,189970
C000641,0,3438616
C000642,0,1254107
C000645,0,1463855
C000646,0,99134
C000649,0,1196460
C000650,1,7583.75
C000651,0,2517434
C000655,0,1732815
C000657,0,315989
C000658,0,192380
C000659,1,13860.35
C000660,0,586
C000661,0,2407681
C000662,0,2574302
C000664,1,52534.9
C000666,0,806152
C000667,0,1963805
C000668,0,1156489
C000669,0,741844
C000671,0,370792
C000672,0,36914
C000679,0,72123
C000683,0,347911
C000684,0,1316756
C000685,0,1039001
C000687,0,285819
C000688,0,1053191
C000692,0,1258258
C000693,0,961312
C000694,0,764422
C000695,0,1685435
C000700,1,76669.8
C000705,0,898381
C000706,0,294527
C000707,1,14556.25
C000708,0,95236
C000710,0,230665
C000711,0,1601497
C000712,0,412477
C000715,0,1841612
C000716,0,243567
C000718,0,3042685
C000720,0,243573
C000722,0,242702
C000723,1,64359
C000724,1,263.5
C000726,0,721968
C000727,0,675957
C000728,0,743477
C000729,0,209322
C000732,0,3638614
C000733,1,177342.35
C000734,0,1154163
C000735,0,2537038
C000736,0,1204485
C000737,0,198047
C000738,0,1748317
C000739,0,292253
C000740,0,1510149
C000741,0,136766
C000742,0,1388768
C000743,0,564466
C000744,0,2065954
C000745,0,4330422
C000746,0,3028367
C000747,0,206033
C000748,0,491092
C000749,0,2265710
C000751,0,202051
C000752,0,3041292
C000754,0,1817836
C000756,0,1339340
C000758,0,476509
C000761,0,1299736
C000762,0,155209
C000764,0,2585363
C000765,0,299730
C000766,0,2957098
C000768,1,37232.15
C000769,0,458047
C000770,0,1558584
C000771,0,1072728
C000775,0,213974
C000777,0,3474000
C000779,0,91866
C000782,0,2222350
C000784,0,140342
C000786,0,75310
C000787,0,2485976
C000788,0,859523
C000790,0,1270412
C000792,0,1069154
C000793,0,6439
C000795,1,7408.35
C000797,0,621722
C000798,0,239371
C000799,0,2717755
C000800,0,298916
C000802,0,2107540
C000806,0,78494
C000807,0,1036107
C000811,0,44102
C000814,0,638840
C000815,0,128875
C000816,0,1544609
C000817,0,293296
C000818,0,5222986
C000819,0,1771051
C000820,0,1204814
C000824,0,1282629
C000825,1,126156.85
C000826,0,2389618
C000827,0,928951
C000828,0,352887
C000831,0,75135
C000833,0,3039666
C000835,0,149200
C000836,0,831256
C000838,0,177044
C000841,0,1059062
C000842,0,749007
C000844,1,98698.85
C000845,0,1670153
C000846,0,1428966
C000847,0,380873
C000848,0,644967
C000851,0,956627
C000854,0,552365
C000855,0,977625
C000856,1,349.2
C000858,0,2230670
C000859,0,1231151
C000860,1,75411.85
C000861,0,184068
C000862,0,1194330
C000864,0,230904
C000865,1,88164.85
C000866,1,18168.15
C000869,1,30603.6
C000870,0,399694
C000873,0,447385
C000878,0,3978660
C000880,0,1247274
C000882,0,3517183
C000883,0,4688041
C000888,1,35728.2
C000889,0,10840
C000890,0,138178
C000892,0,1936031
C000893,0,170710
C000894,0,247863
C000895,0,1484400
C000896,0,477498
C000900,0,2964186
C000901,0,746852
C000902,0,161218
C000904,0,1358269
C000908,0,1149424
C000909,0,481427
C000910,0,1504049
C000911,0,743980
C000913,0,702743
C000914,0,480351
C000916,0,1835276
C000917,0,833285
C000918,0,2571993
C000919,0,337841
C000920,1,45359.55
C000923,0,923967
C000925,0,2657058
C000926,0,920646
C000928,0,543191
C000930,0,638070
C000933,0,1803900
C000936,0,930537
C000938,0,576032
C000940,1,38999.15
C000942,0,6528309
C000943,0,5709795
C000945,0,1203207
C000947,0,4572965
C000948,1,43429
C000951,0,1131159
C000953,0,142465
C000957,0,1533607
C000959,0,847800
C000960,0,3114091
C000962,0,3084023
C000969,0,927490
C000970,0,161993
C000973,0,696008
C000974,0,663849
C000975,1,38365.35
C000976,1,19063.65
C000978,0,406901
C000979,0,381930
C000982,0,60253
C000983,0,1575952
C000984,0,436987
C000985,0,2562452
C000988,0,688623
C000991,0,1609812
C000992,0,143898
C000993,0,506128
C000994,0,551617
C000998,0,651495
C000999,0,2297858
C001000,0,873860
C001005,0,1521094
C001007,0,18226
C001008,0,1513370
C001009,0,3183678
C001010,0,118090
C001011,0,186522
C001012,0,2898775
C001013,0,1183780
C001015,0,779926
C001016,0,2712753
C001017,0,1996840
C001018,0,367496
C001020,0,1813835
C001024,0,1484755
C001027,0,2767713
C001028,0,747732
C001037,0,1006885
C001038,0,3869721
C001043,0,1297711
C001045,0,1047530
C001047,0,2390571
C001048,0,786460
C001050,0,1360038
C001052,1,13697.6
C001053,0,2802293
C001056,0,2028074
C001057,0,6946821
C001059,0,447552
C001063,0,196616
C001064,0,145816
C001067,0,1943424
C001068,0,1204316
C001069,0,1542952
C001070,0,649321
C001072,0,490860
C001074,0,2465306
C001075,0,941784
C001076,0,2945882
C001077,1,20722.9
C001080,1,40498.85
C001081,0,992994
C001083,0,784313
C001084,0,395388
C001085,0,763734
C001086,0,1422063
C001087,0,1471992
C001090,0,932757
C001093,0,1461219
C001094,0,1508395
C001095,0,9248
C001096,0,1010721
C001097,0,5889371
C001101,0,3033182
C001102,0,381975
C001103,0,927364
C001104,0,596810
C001105,0,3168659
C001106,0,546912
C001107,0,527858
C001108,0,1008285
C001110,0,726023
C001111,0,636491
C001112,0,81277
C001113,0,109603
C001114,0,285312
C001115,0,3014470
C001116,1,16020.95
C001118,1,80610.2
C001120,0,43356
C001121,0,689862
C001125,0,949774
C001126,0,3511850
C001128,1,98345.1
C001129,0,1432346
C001130,0,325798
C001131,1,7982.35
C001133,0,1596526
C001134,0,705540
C001135,1,79382.35
C001136,0,989417
C001137,0,2409930
C001139,0,466062
C001141,1,557.5
C001143,0,90810
C001144,0,1124023
C001145,1,22744.7
C001146,0,1121296
C001148,0,801559
C001149,0,65815
C001150,0,3412780
C001151,0,930778
C001152,0,1968873
C001154,0,1542057
C001157,0,1005087
C001158,0,560154
C001159,0,1781608
C001160,0,6681580
C001161,0,1254994
C001162,0,1191379
C001164,0,2142985
C001169,0,851393
C001171,0,2018856
C001173,0,2339468
C001178,0,129018
C001179,0,921483
C001180,0,1488067
C001184,0,2015380
C001185,0,973648
C001187,0,3123586
C001189,0,3342928
C001192,0,199093
C001195,0,285753
C001196,0,916762
C001199,0,45932
C001201,0,327692
C001202,0,386770
C001205,0,110288
C001207,0,475135
C001208,0,232024
C001209,0,354951
C001210,1,32688.1
C001211,0,1651196
C001212,0,6046461
C001213,0,1572931
C001215,0,155542
C001216,0,152448
C001219,0,1191139
C001223,0,712739
C001224,0,384581
C001226,0,968009
C001230,0,1535336
C001232,0,767003
C001233,0,1307293
C001234,0,411698
C001235,0,1025086
C001237,0,2080242
C001238,0,634946
C001239,0,228800
C001240,0,1556244
C001241,0,335170
C001243,1,78631.55
C001244,0,123969
C001245,0,64813
C001246,0,5320585
C001250,0,4142131
C001251,0,4333547
C001252,0,210560
C001253,0,319978
C001255,0,173091
C001259,0,2527940
C001260,0,479817
C001264,0,896934
C001265,0,670788
C001266,0,1626652
C001268,0,3920434
C001269,0,20317
C001270,0,223680
C001272,0,1802681
C001274,1,38104
C001275,0,4272117
C001276,0,194738
C001280,0,999575
C001281,1,24819.9
C001282,0,1198527
C001283,0,2506787
C001284,0,1475657
C001285,0,226630
C001287,0,506200
C001288,0,266568
C001294,0,633602
C001295,0,1634504
C001300,1,11888.5
C001301,0,1428570
C001302,0,17405
C001303,0,1563478
C001304,0,178507
C001305,0,6577398
C001307,0,1336026
C001308,0,83835
C001309,0,2845489
C001311,0,1102636
C001313,0,950168
C001314,0,2720532
C001315,0,365585
C001317,0,25924
C001320,1,119928.7
C001321,0,2774407
C001322,0,425323
C001325,0,1061146
C001330,0,509080
C001332,0,2415890
C001334,0,1263104
C001336,0,170901
C001337,0,1100911
C001338,0,1099199
C001339,1,22650.75
C001340,0,513748
C001341,0,1887932
C001342,0,2364173
C001343,0,148389
C001345,0,9309
C001346,0,4675969
C001347,0,1492527
C001351,0,1750934
C001352,0,754359
C001353,0,143492
C001354,0,205288
C001355,0,1843701
C001356,0,2406323
C001358,0,312313
C001359,1,118392.7
C001360,0,997440
C001361,0,2236789
C001364,1,11131.95
C001366,0,365660
C001368,0,2059594
C001370,0,4402842
C001374,0,1142743
C001375,0,245717
C001376,0,599214
C001377,0,2086997
C001378,0,677173
C001379,0,1411036
C001380,0,200736
C001382,0,2906850
C001383,0,564924
C001384,0,3097339
C001392,0,3872657
C001394,0,566590
C001396,0,700890
C001397,0,151281
C001399,0,394902
C001402,0,1165026
C001404,0,1360470
C001406,0,3699127
C001408,0,2652974
C001409,0,991245
C001412,0,385894
C001413,0,844844
C001416,0,74765
C001417,0,3042012
C001418,0,417938
C001421,0,981433
C001422,0,630823
C001424,0,518757
C001426,0,191916
C001427,0,1015233
C001430,0,52424
C001432,1,2405.05
C001433,0,948880
C001435,0,743713
C001436,0,1762049
C001437,0,1387216
C001440,0,999491
C001441,0,7919686
C001445,0,979079
C001447,0,985125
C001451,0,1347190
C001452,0,32119
C001455,0,5828074
C001456,0,1051662
C001460,0,645006
C001461,0,2321922
C001462,0,670308
C001463,0,594222
C001467,0,3972144
C001468,0,1296200
C001469,0,126306
C001472,0,209380
C001474,0,850435
C001475,0,772209
C001476,1,29315.15
C001477,0,2086708
C001480,0,2328249
C001482,0,1311391
C001483,0,59090
C001485,0,334812
C001488,0,4930489
C001489,0,257873
C001490,0,22222
C001491,0,14568251
C001493,0,1026658
C001494,0,1096851
C001495,0,515041
C001496,0,839447
C001497,0,136556
C001498,0,1879243
C001499,0,737933
C001501,1,11245.1
C001502,0,894915
C001503,0,2171626
C001504,0,703404
C001505,0,881748
C001506,0,882969
C001507,0,424336
C001509,1,97088.6
C001510,0,3875240
C001511,1,7458.25
C001512,1,64017.65
C001515,0,1003584
C001516,0,395371
C001517,0,1747503
C001522,0,1218974
C001525,0,4258259
C001526,1,39494.6
C001527,0,909071
C001528,0,106264
C001529,0,1060782
C001531,0,784933
C001532,0,1926016
C001533,0,2427474
C001534,0,774792
C001536,0,360839
C001538,0,4206961
C001539,0,63334
C001540,0,1050696
C001542,0,2924962
C001543,1,322335.15
C001545,0,312659
C001546,0,3472611
C001548,0,264515
C001549,0,3809234
C001552,0,618384
C001553,0,1742882
C001554,0,1401406
C001555,1,79689.7
C001556,0,1609808
C001559,0,741725
C001560,0,3287483
C001561,0,866415
C001562,0,281353
C001563,0,1666075
C001564,1,55017.3
C001565,0,2248235
C001566,0,1925003
C001568,0,304111
C001570,0,827317
C001572,0,538566
C001574,0,1123750
C001578,0,471424
C001581,0,1553651
C001583,0,1684786
C001586,0,1604103
C001588,0,10293817
C001590,0,1217783
C001592,0,2012193
C001594,0,410140
C001595,1,175931.1
C001596,0,2610109
C001597,0,458919
C001598,0,507309
C001601,0,1776026
C001602,0,981321
C001605,1,72247.05
C001606,1,141273.65
C001608,0,1336010
C001610,0,2475422
C001611,0,1093413
C001612,0,2551656
C001614,0,2700659
C001615,1,47675.9
C001616,0,391340
C001617,0,1056445
C001618,1,76349.85
C001620,0,3220063
C001621,0,351788
C001623,0,4349912
C001625,0,1813038
C001626,0,2262901
C001627,0,4668410
C001628,0,3263842
C001629,0,1490836
C001630,1,167850.25
C001631,0,2452150
C001632,0,536252
C001635,0,1584273
C001636,0,227896
C001637,1,59443.25
C001638,0,2863549
C001643,0,176529
C001644,0,1559775
C001646,0,1567216
C001647,0,73846
C001649,0,858870
C001650,0,4140214
C001651,0,1425832
C001652,0,232753
C001653,0,798903
C001657,0,1395191
C001658,0,637478
C001659,0,541954
C001660,0,1826633
C001661,0,766406
C001662,0,4005700
C001663,0,2854732
C001664,0,1752635
C001666,0,187500
C001667,0,89401
C001668,0,3627172
C001670,0,2269715
C001673,0,2490462
C001674,0,5700461
C001675,0,417813
C001677,0,1011286
C001678,0,1439799
C001681,1,69346
C001687,0,983696
C001688,0,112169
C001689,0,1127664
C001691,0,302514
C001692,0,2606553
C001694,0,10075
C001695,1,59491.45
C001696,0,699916
C001699,0,179643
C001700,0,688667
C001701,0,3585780
C001702,0,267438
C001703,0,6024026
C001704,0,32461
C001705,1,53861.15
C001706,0,96790
C001707,0,858231
C001708,0,788141
C001709,0,1305106
C001710,0,1667583
C001712,1,11308.35
C001713,0,4092065
C001714,0,659025
C001717,0,664090
C001720,0,2696598
C001721,0,940031
C001723,0,200833
C001724,1,106674.95
C001725,0,1095630
C001726,0,1569614
C001730,0,892134
C001731,0,2231282
C001733,0,2600794
C001734,0,438076
C001736,1,160815.15
C001738,0,259126
C001741,0,1584766
C001744,0,1328729
C001746,0,152234
C001747,0,418503
C001751,0,3547043
C001753,0,3941447
C001754,0,15973
C001755,0,3330550
C001756,0,3060077
C001757,0,4799620
C001758,0,171473
C001759,0,184270
C001760,0,2994941
C001763,1,89432.55
C001766,0,889770
C001767,0,112273
C001768,0,1989198
C001770,1,80904.25
C001771,0,3585257
C001772,0,1959367
C001773,0,1523221
C001775,0,271599
C001776,0,1191172
C001777,0,1636364
C001778,0,286366
C001779,0,1421758
C001780,0,1631081
C001781,0,285649
C001782,0,441073
C001783,0,23168
C001784,0,2598207
C001786,0,1079934
C001790,0,1956019
C001791,1,135737.05
C001795,0,535702
C001797,0,525552
C001798,0,4020158
C001800,0,2258664
C001801,0,33802
C001803,0,3700948
C001804,0,9513830
C001805,0,295283
C001807,0,603522
C001809,0,994034
C001810,0,9235415
C001814,0,143801
C001815,0,1351330
C001817,0,1792975
C001820,0,1035285
C001821,0,153070
C001822,0,689565
C001823,0,3061863
C001824,0,1111616
C001826,0,6150934
C001828,0,91830
C001829,0,413448
C001832,0,364379
C001833,0,545678
C001834,0,898517
C001836,0,1225013
C001838,0,1141595
C001839,0,164709
C001840,0,604215
C001841,0,10593
C001844,0,518094
C001845,0,135377
C001846,1,146716.5
C001848,0,1070658
C001850,0,7584488
C001851,0,3473124
C001855,0,870350
C001856,0,573282
C001862,0,1445401
C001864,0,39459
C001866,0,80891
C001868,0,203771
C001869,1,198947.45
C001870,0,193367
C001872,0,485187
C001873,0,557982
C001874,0,466819
C001876,0,108543
C001878,0,1922467
C001882,0,4734558
C001883,0,335023
C001884,0,1048375
C001885,0,298428
C001886,0,792460
C001888,0,113936
C001891,0,180834
C001892,0,2939226
C001893,0,2191073
C001894,0,3880988
C001895,0,5691840
C001896,0,2626992
C001897,0,2305484
C001899,0,34584
C001900,0,857716
C001903,0,1778281
C001904,1,42554
C001905,0,105373
C001906,0,1734026
C001907,0,441941
C001908,0,1190417
C001909,0,2666956
C001910,0,811233
C001913,0,1081957
C001914,0,300280
C001915,0,6335737
C001916,0,382657
C001918,1,17273
C001920,0,3096039
C001921,0,509389
C001922,0,2125283
C001923,0,520186
C001925,0,2320026
C001926,1,6893.3
C001928,0,2064432
C001930,0,799297
C001931,0,571697
C001933,0,264987
C001934,0,93214
C001936,0,2255898
C001937,0,2938654
C001938,1,8621.4
C001940,0,412263
C001943,0,582032
C001944,0,1975754
C001947,0,896106
C001948,0,3270462
C001950,0,1599934
C001951,1,10993.35
C001952,0,1229228
C001953,0,1834736
C001954,0,307161
C001955,0,1633905
C001956,0,2138726
C001958,0,2615407
C001960,0,35004
C001962,0,1492750
C001963,0,142283
C001964,0,1677199
C001969,0,854220
C001970,0,512974
C001972,0,55998
C001974,0,580329
C001975,0,4967773
C001977,0,1242959
C001978,0,703966
C001980,0,2501026
C001981,0,373426
C001982,0,3414483
C001983,0,823028
C001985,0,21082
C001987,0,1861838
C001988,1,47819.6
C001989,0,333692
C001990,0,1225409
C001993,0,1554123
C001996,0,785201
C001997,0,2206332
C001999,1,18060.95
C002000,0,2783820
C002001,0,2577144
C002003,0,809415
C002004,0,856971
C002005,0,504346
C002006,1,14506.1
C002007,0,1548323
C002012,0,931668
C002013,0,165594
C002014,1,79401.85
C002015,0,1701419
C002016,0,496121
C002017,0,4026466
C002018,0,635904
C002019,0,922113
C002020,0,223546
C002021,0,2317384
C002023,0,1254415
C002024,0,2347748
C002025,0,3051304
C002027,0,1901868
C002028,0,60644
C002029,0,510937
C002031,0,4379673
C002033,0,513279
C002036,0,655487
C002037,0,544975
C002040,0,1322903
C002042,0,319686
C002043,0,236994
C002044,0,3893942
C002046,0,2929371
C002049,0,879849
C002050,0,982630
C002051,1,37646.4
C002052,0,561950
C002053,1,15023.4
C002054,0,3645
C002057,1,67701.65
C002058,0,2385366
C002064,0,2029462
C002065,0,120694
C002067,0,5820134
C002068,0,590951
C002069,0,802083
C002070,0,15998
C002071,0,764594
C002074,0,282663
C002075,0,3997747
C002076,0,2373292
C002077,0,2797286
C002079,0,939222
C002080,0,197798
C002081,0,3598949
C002082,0,1072627
C002083,0,1637026
C002086,0,1141918
C002089,0,920510
C002091,0,306302
C002092,0,6071987
C002094,0,306191
C002095,0,1595790
C002097,0,1124896
C002101,0,3300409
C002104,1,218357.65
C002106,0,3765599
C002107,0,531352
C002109,0,1260994
C002110,0,655854
C002112,0,175031
C002113,0,858095
C002116,0,1027449
C002117,1,59871.15
C002118,1,239377
C002119,0,871929
C002120,0,340797
C002121,1,25490.3
C002124,0,3980737
C002125,0,1809787
C002128,0,164472
C002129,0,8995895
C002135,0,1741156
C002136,0,371573
C002137,1,121166.35
C002138,0,737216
C002140,0,1419539
C002141,0,882989
C002144,0,612336
C002147,0,4080622
C002148,0,793096
C002149,0,1702334
C002150,0,707287
C002151,0,56648
C002154,0,69970
C002155,0,709360
C002156,0,2533470
C002157,0,5914367
C002158,0,820543
C002159,0,2018798
C002160,0,2289158
C002161,0,217381
C002163,0,2337550
C002164,0,1453934
C002165,0,35707
C002170,0,2866747
C002171,0,2156473
C002176,1,54251.8
C002177,0,179900
C002178,1,55030.3
C002179,0,1593537
C002180,0,381066
C002185,0,214497
C002187,0,810918
C002188,0,988365
C002191,1,45660.1
C002192,1,41622.55
C002193,0,3231019
C002195,0,1046896
C002197,0,2398871
C002199,0,2606002
C002200,0,1840104
C002201,0,2163251
C002202,0,891016
C002203,0,1317647
C002204,0,555412
C002205,0,4782389
C002206,0,1531458
C002207,0,302515
C002209,0,2141616
C002210,1,19420.25
C002214,0,614804
C002215,0,1410136
C002216,0,3521703
C002217,0,2747620
C002218,1,27604
C002220,0,650128
C002222,0,2329192
C002223,0,170011
C002225,0,2536225
C002229,0,1219748
C002231,0,2105436
C002235,0,17287
C002238,1,127526.5
C002244,1,27226.55
C002245,0,3203626
C002247,0,378648
C002251,0,693668
C002252,0,3085054
C002253,1,41133
C002254,0,260368
C002255,0,168666
C002257,0,609565
C002258,0,51624
C002259,0,3593068
C002261,0,642862
C002262,0,533343
C002264,0,2658236
C002265,0,767210
C002267,0,1258286
C002273,0,1633474
C002275,0,647819
C002276,0,318969
C002278,0,737167
C002279,0,1684620
C002282,0,613566
C002283,0,674144
C002284,0,1302569
C002290,0,1295311
C002292,0,905119
C002293,0,1515050
C002294,0,997631
C002295,0,521662
C002298,0,2218560
C002302,0,883857
C002303,1,389.5
C002304,0,2673139
C002305,0,1572450
C002307,0,367516
C002316,0,246445
C002320,0,951677
C002325,0,2082848
C002326,0,600164
C002327,0,698852
C002333,0,1718063
C002335,0,2163507
C002336,0,1492579
C002337,0,349045
C002341,0,1005907
C002342,0,888153
C002343,0,2059708
C002344,0,83024
C002345,0,376073
C002346,0,614262
C002348,0,1103946
C002353,0,217251
C002354,0,3058218
C002355,0,1787428
C002356,1,31456.65
C002357,0,990399
C002359,0,4670702
C002364,0,1415882
C002365,1,145419.3
C002366,0,4039724
C002367,1,263370.3
C002368,0,1213112
C002369,0,2412719
C002370,0,5928587
C002371,0,815750
C002375,1,60778.65
C002378,0,6134695
C002380,0,121475
C002381,0,455440
C002383,0,62758
C002385,0,3296772
C002386,0,269631
C002388,0,2034080
C002390,0,2178494
C002394,0,31191
C002396,0,920686
C002397,0,360655
C002398,0,450220
C002401,0,1167875
C002403,1,3970.05
C002406,0,698423
C002408,0,2635200
C002411,0,1404339
C002412,0,3554649
C002413,0,4461541
C002414,0,253835
C002415,0,874047
C002416,0,272477
C002417,0,2636
C002419,0,854497
C002420,0,794352
C002421,0,272932
C002422,0,2815189
C002423,1,1070.7
C002425,0,614995
C002426,0,813838
C002427,0,1141813
C002430,1,9016.1
C002432,1,20414.55
C002434,0,58949
C002435,0,468645
C002436,0,3184481
C002439,0,720468
C002441,1,144348.9
C002444,0,4983611
C002445,0,740418
C002446,0,760515
C002447,0,180065
